content,month_str,quarter_str,year_str,value,,
Rounds: undisclosed,2013-10,2013-Q4,2013,608,,
Rounds: undisclosed,2013-11,2013-Q4,2013,713,,
Rounds: undisclosed,2013-12,2013-Q4,2013,822,,
Rounds: undisclosed,2014-01,2014-Q1,2014,755,,
Rounds: undisclosed,2014-02,2014-Q1,2014,855,,
Rounds: undisclosed,2014-03,2014-Q1,2014,868,,
Rounds: undisclosed,2014-04,2014-Q2,2014,338,,
Rounds: undisclosed,2014-05,2014-Q2,2014,178,,
Rounds: undisclosed,2014-06,2014-Q2,2014,159,,
Rounds: undisclosed,2014-07,2014-Q3,2014,453,,
Rounds: undisclosed,2014-08,2014-Q3,2014,260,,
Rounds: undisclosed,2014-09,2014-Q3,2014,35,,
Rounds: venture,2007-05,2007-Q2,2007,5,,
Rounds: venture,2007-06,2007-Q2,2007,52,,
Rounds: venture,2007-07,2007-Q3,2007,154,,
Rounds: venture,2007-08,2007-Q3,2007,207,,
Rounds: venture,2007-09,2007-Q3,2007,65,,
Rounds: venture,2007-10,2007-Q4,2007,58,,
Rounds: venture,2007-11,2007-Q4,2007,143,,
Rounds: venture,2007-12,2007-Q4,2007,128,,
Rounds: venture,2008-01,2008-Q1,2008,127,,
Rounds: venture,2008-02,2008-Q1,2008,137,,
Rounds: venture,2008-03,2008-Q1,2008,132,,
Rounds: venture,2008-04,2008-Q2,2008,113,,
Rounds: venture,2008-05,2008-Q2,2008,178,,
Rounds: venture,2008-06,2008-Q2,2008,180,,
Rounds: venture,2008-07,2008-Q3,2008,114,,
Rounds: venture,2008-08,2008-Q3,2008,122,,
Rounds: venture,2008-09,2008-Q3,2008,92,,
Rounds: venture,2008-10,2008-Q4,2008,99,,
Rounds: venture,2008-11,2008-Q4,2008,93,,
Rounds: venture,2008-12,2008-Q4,2008,182,,
Rounds: venture,2009-01,2009-Q1,2009,346,,
Rounds: venture,2009-02,2009-Q1,2009,98,,
Rounds: venture,2009-03,2009-Q1,2009,131,,
Rounds: venture,2009-04,2009-Q2,2009,148,,
Rounds: venture,2009-05,2009-Q2,2009,215,,
Rounds: venture,2009-06,2009-Q2,2009,459,,
Rounds: venture,2009-07,2009-Q3,2009,381,,
Rounds: venture,2009-08,2009-Q3,2009,174,,
Rounds: venture,2009-09,2009-Q3,2009,268,,
Rounds: venture,2009-10,2009-Q4,2009,162,,
Rounds: venture,2009-11,2009-Q4,2009,212,,
Rounds: venture,2009-12,2009-Q4,2009,324,,
Rounds: venture,2010-01,2010-Q1,2010,270,,
Rounds: venture,2010-02,2010-Q1,2010,350,,
Rounds: venture,2010-03,2010-Q1,2010,522,,
Rounds: venture,2010-04,2010-Q2,2010,728,,
Rounds: venture,2010-05,2010-Q2,2010,305,,
Rounds: venture,2010-06,2010-Q2,2010,297,,
Rounds: venture,2010-07,2010-Q3,2010,317,,
Rounds: venture,2010-08,2010-Q3,2010,306,,
Rounds: venture,2010-09,2010-Q3,2010,237,,
Rounds: venture,2010-10,2010-Q4,2010,541,,
Rounds: venture,2010-11,2010-Q4,2010,189,,
Rounds: venture,2010-12,2010-Q4,2010,135,,
Rounds: venture,2011-01,2011-Q1,2011,165,,
Rounds: venture,2011-02,2011-Q1,2011,154,,
Rounds: venture,2011-03,2011-Q1,2011,155,,
Rounds: venture,2011-04,2011-Q2,2011,141,,
Rounds: venture,2011-05,2011-Q2,2011,173,,
Rounds: venture,2011-06,2011-Q2,2011,199,,
Rounds: venture,2011-07,2011-Q3,2011,167,,
Rounds: venture,2011-08,2011-Q3,2011,186,,
Rounds: venture,2011-09,2011-Q3,2011,177,,
Rounds: venture,2011-10,2011-Q4,2011,145,,
Rounds: venture,2011-11,2011-Q4,2011,164,,
Rounds: venture,2011-12,2011-Q4,2011,140,,
Rounds: venture,2012-01,2012-Q1,2012,178,,
Rounds: venture,2012-02,2012-Q1,2012,158,,
Rounds: venture,2012-03,2012-Q1,2012,150,,
Rounds: venture,2012-04,2012-Q2,2012,163,,
Rounds: venture,2012-05,2012-Q2,2012,179,,
Rounds: venture,2012-06,2012-Q2,2012,189,,
Rounds: venture,2012-07,2012-Q3,2012,172,,
Rounds: venture,2012-08,2012-Q3,2012,150,,
Rounds: venture,2012-09,2012-Q3,2012,175,,
Rounds: venture,2012-10,2012-Q4,2012,127,,
Rounds: venture,2012-11,2012-Q4,2012,149,,
Rounds: venture,2012-12,2012-Q4,2012,107,,
Rounds: venture,2013-01,2013-Q1,2013,190,,
Rounds: venture,2013-02,2013-Q1,2013,168,,
Rounds: venture,2013-03,2013-Q1,2013,182,,
Rounds: venture,2013-04,2013-Q2,2013,185,,
Rounds: venture,2013-05,2013-Q2,2013,476,,
Rounds: venture,2013-06,2013-Q2,2013,639,,
Rounds: venture,2013-07,2013-Q3,2013,848,,
Rounds: venture,2013-08,2013-Q3,2013,800,,
Rounds: venture,2013-09,2013-Q3,2013,865,,
Rounds: venture,2013-10,2013-Q4,2013,689,,
Rounds: venture,2013-11,2013-Q4,2013,873,,
Rounds: venture,2013-12,2013-Q4,2013,895,,
Rounds: venture,2014-01,2014-Q1,2014,1250,,
Rounds: venture,2014-02,2014-Q1,2014,1107,,
Rounds: venture,2014-03,2014-Q1,2014,843,,
Rounds: venture,2014-04,2014-Q2,2014,729,,
Rounds: venture,2014-05,2014-Q2,2014,1004,,
Rounds: venture,2014-06,2014-Q2,2014,1241,,
Rounds: venture,2014-07,2014-Q3,2014,1016,,
Rounds: venture,2014-08,2014-Q3,2014,770,,
Rounds: venture,2014-09,2014-Q3,2014,181,,
Rounds,2007-05,2007-Q2,2007,6,,
Rounds,2007-06,2007-Q2,2007,59,,
Rounds,2007-07,2007-Q3,2007,181,,
Rounds,2007-08,2007-Q3,2007,258,,
Rounds,2007-09,2007-Q3,2007,83,,
Rounds,2007-10,2007-Q4,2007,76,,
Rounds,2007-11,2007-Q4,2007,195,,
Rounds,2007-12,2007-Q4,2007,158,,
Rounds,2008-01,2008-Q1,2008,162,,
Rounds,2008-02,2008-Q1,2008,281,,
Rounds,2008-03,2008-Q1,2008,227,,
Rounds,2008-04,2008-Q2,2008,189,,
Rounds,2008-05,2008-Q2,2008,269,,
Rounds,2008-06,2008-Q2,2008,320,,
Rounds,2008-07,2008-Q3,2008,231,,
Rounds,2008-08,2008-Q3,2008,234,,
Rounds,2008-09,2008-Q3,2008,185,,
Rounds,2008-10,2008-Q4,2008,189,,
Rounds,2008-11,2008-Q4,2008,197,,
Rounds,2008-12,2008-Q4,2008,316,,
Rounds,2009-01,2009-Q1,2009,572,,
Rounds,2009-02,2009-Q1,2009,167,,
Rounds,2009-03,2009-Q1,2009,250,,
Rounds,2009-04,2009-Q2,2009,273,,
Rounds,2009-05,2009-Q2,2009,399,,
Rounds,2009-06,2009-Q2,2009,752,,
Rounds,2009-07,2009-Q3,2009,695,,
Rounds,2009-08,2009-Q3,2009,426,,
Rounds,2009-09,2009-Q3,2009,590,,
Rounds,2009-10,2009-Q4,2009,343,,
Rounds,2009-11,2009-Q4,2009,447,,
Rounds,2009-12,2009-Q4,2009,835,,
Rounds,2010-01,2010-Q1,2010,813,,
Rounds,2010-02,2010-Q1,2010,711,,
Rounds,2010-03,2010-Q1,2010,1090,,
Rounds,2010-04,2010-Q2,2010,1333,,
Rounds,2010-05,2010-Q2,2010,701,,
Rounds,2010-06,2010-Q2,2010,603,,
Rounds,2010-07,2010-Q3,2010,756,,
Rounds,2010-08,2010-Q3,2010,568,,
Rounds,2010-09,2010-Q3,2010,572,,
Rounds,2010-10,2010-Q4,2010,1027,,
Rounds,2010-11,2010-Q4,2010,509,,
Rounds,2010-12,2010-Q4,2010,368,,
Rounds,2011-01,2011-Q1,2011,436,,
Rounds,2011-02,2011-Q1,2011,420,,
Rounds,2011-03,2011-Q1,2011,471,,
Rounds,2011-04,2011-Q2,2011,426,,
Rounds,2011-05,2011-Q2,2011,487,,
Rounds,2011-06,2011-Q2,2011,537,,
Rounds,2011-07,2011-Q3,2011,500,,
Rounds,2011-08,2011-Q3,2011,527,,
Rounds,2011-09,2011-Q3,2011,524,,
Rounds,2011-10,2011-Q4,2011,476,,
Rounds,2011-11,2011-Q4,2011,478,,
Rounds,2011-12,2011-Q4,2011,417,,
Rounds,2012-01,2012-Q1,2012,520,,
Rounds,2012-02,2012-Q1,2012,480,,
Rounds,2012-03,2012-Q1,2012,473,,
Rounds,2012-04,2012-Q2,2012,544,,
Rounds,2012-05,2012-Q2,2012,611,,
Rounds,2012-06,2012-Q2,2012,602,,
Rounds,2012-07,2012-Q3,2012,549,,
Rounds,2012-08,2012-Q3,2012,559,,
Rounds,2012-09,2012-Q3,2012,535,,
Rounds,2012-10,2012-Q4,2012,495,,
Rounds,2012-11,2012-Q4,2012,507,,
Rounds,2012-12,2012-Q4,2012,370,,
Rounds,2013-01,2013-Q1,2013,591,,
Rounds,2013-02,2013-Q1,2013,618,,
Rounds,2013-03,2013-Q1,2013,656,,
Rounds,2013-04,2013-Q2,2013,626,,
Rounds,2013-05,2013-Q2,2013,1395,,
Rounds,2013-06,2013-Q2,2013,1845,,
Rounds,2013-07,2013-Q3,2013,2568,,
Rounds,2013-08,2013-Q3,2013,2419,,
Rounds,2013-09,2013-Q3,2013,2670,,
Rounds,2013-10,2013-Q4,2013,2594,,
Rounds,2013-11,2013-Q4,2013,2821,,
Rounds,2013-12,2013-Q4,2013,2711,,
Rounds,2014-01,2014-Q1,2014,3186,,
Rounds,2014-02,2014-Q1,2014,3665,,
Rounds,2014-03,2014-Q1,2014,3717,,
Rounds,2014-04,2014-Q2,2014,2092,,
Rounds,2014-05,2014-Q2,2014,3171,,
Rounds,2014-06,2014-Q2,2014,2755,,
Rounds,2014-07,2014-Q3,2014,4590,,
Rounds,2014-08,2014-Q3,2014,2420,,
Rounds,2014-09,2014-Q3,2014,731,,
Acquisitions,1960-01,1960-Q1,1960,1,,
Acquisitions,1960-12,1960-Q4,1960,1,,
Acquisitions,1967-04,1967-Q2,1967,1,,
Acquisitions,1973-01,1973-Q1,1973,1,,
Acquisitions,1977-01,1977-Q1,1977,1,,
Acquisitions,1980-01,1980-Q1,1980,1,,
Acquisitions,1981-01,1981-Q1,1981,2,,
Acquisitions,1982-08,1982-Q3,1982,1,,
Acquisitions,1984-06,1984-Q2,1984,1,,
Acquisitions,1984-09,1984-Q3,1984,1,,
Acquisitions,1986-01,1986-Q1,1986,1,,
Acquisitions,1986-07,1986-Q3,1986,1,,
Acquisitions,1987-06,1987-Q2,1987,4,,
Acquisitions,1988-01,1988-Q1,1988,2,,
Acquisitions,1988-03,1988-Q1,1988,1,,
Acquisitions,1988-06,1988-Q2,1988,2,,
Acquisitions,1988-07,1988-Q3,1988,1,,
Acquisitions,1988-12,1988-Q4,1988,1,,
Acquisitions,1989-01,1989-Q1,1989,2,,
Acquisitions,1989-04,1989-Q2,1989,1,,
Acquisitions,1990-03,1990-Q1,1990,1,,
Acquisitions,1990-06,1990-Q2,1990,1,,
Acquisitions,1991-01,1991-Q1,1991,2,,
Acquisitions,1991-03,1991-Q1,1991,1,,
Acquisitions,1991-08,1991-Q3,1991,2,,
Acquisitions,1991-12,1991-Q4,1991,1,,
Acquisitions,1992-01,1992-Q1,1992,1,,
Acquisitions,1992-03,1992-Q1,1992,1,,
Acquisitions,1992-06,1992-Q2,1992,2,,
Acquisitions,1993-02,1993-Q1,1993,1,,
Acquisitions,1993-03,1993-Q1,1993,1,,
Acquisitions,1993-04,1993-Q2,1993,1,,
Acquisitions,1993-05,1993-Q2,1993,2,,
Acquisitions,1993-06,1993-Q2,1993,1,,
Acquisitions,1993-07,1993-Q3,1993,1,,
Acquisitions,1993-08,1993-Q3,1993,1,,
Acquisitions,1993-09,1993-Q3,1993,3,,
Acquisitions,1994-07,1994-Q3,1994,1,,
Acquisitions,1994-08,1994-Q3,1994,1,,
Acquisitions,1994-09,1994-Q3,1994,1,,
Acquisitions,1994-10,1994-Q4,1994,2,,
Acquisitions,1994-11,1994-Q4,1994,4,,
Acquisitions,1994-12,1994-Q4,1994,2,,
Acquisitions,1995-01,1995-Q1,1995,5,,
Acquisitions,1995-02,1995-Q1,1995,1,,
Acquisitions,1995-04,1995-Q2,1995,1,,
Acquisitions,1995-05,1995-Q2,1995,1,,
Acquisitions,1995-06,1995-Q2,1995,1,,
Acquisitions,1995-07,1995-Q3,1995,2,,
Acquisitions,1995-08,1995-Q3,1995,3,,
Acquisitions,1995-09,1995-Q3,1995,2,,
Acquisitions,1995-10,1995-Q4,1995,3,,
Acquisitions,1995-11,1995-Q4,1995,2,,
Acquisitions,1995-12,1995-Q4,1995,2,,
Acquisitions,1996-01,1996-Q1,1996,9,,
Acquisitions,1996-02,1996-Q1,1996,1,,
Acquisitions,1996-03,1996-Q1,1996,2,,
Acquisitions,1996-04,1996-Q2,1996,4,,
Acquisitions,1996-05,1996-Q2,1996,1,,
Acquisitions,1996-06,1996-Q2,1996,4,,
Acquisitions,1996-07,1996-Q3,1996,2,,
Acquisitions,1996-08,1996-Q3,1996,4,,
Acquisitions,1996-10,1996-Q4,1996,1,,
Acquisitions,1996-11,1996-Q4,1996,2,,
Acquisitions,1996-12,1996-Q4,1996,2,,
Acquisitions,1997-01,1997-Q1,1997,5,,
Acquisitions,1997-02,1997-Q1,1997,1,,
Acquisitions,1997-03,1997-Q1,1997,3,,
Acquisitions,1997-04,1997-Q2,1997,3,,
Acquisitions,1997-06,1997-Q2,1997,7,,
Acquisitions,1997-07,1997-Q3,1997,3,,
Acquisitions,1997-08,1997-Q3,1997,2,,
Acquisitions,1997-09,1997-Q3,1997,7,,
Acquisitions,1997-10,1997-Q4,1997,1,,
Acquisitions,1997-11,1997-Q4,1997,3,,
Acquisitions,1997-12,1997-Q4,1997,5,,
Acquisitions,1998-01,1998-Q1,1998,7,,
Acquisitions,1998-02,1998-Q1,1998,1,,
Acquisitions,1998-03,1998-Q1,1998,4,,
Acquisitions,1998-04,1998-Q2,1998,3,,
Acquisitions,1998-05,1998-Q2,1998,1,,
Acquisitions,1998-06,1998-Q2,1998,5,,
Acquisitions,1998-07,1998-Q3,1998,4,,
Acquisitions,1998-08,1998-Q3,1998,5,,
Acquisitions,1998-09,1998-Q3,1998,5,,
Acquisitions,1998-10,1998-Q4,1998,5,,
Acquisitions,1998-11,1998-Q4,1998,2,,
Acquisitions,1998-12,1998-Q4,1998,6,,
Acquisitions,1999-01,1999-Q1,1999,11,,
Acquisitions,1999-02,1999-Q1,1999,5,,
Acquisitions,1999-03,1999-Q1,1999,5,,
Acquisitions,1999-04,1999-Q2,1999,11,,
Acquisitions,1999-05,1999-Q2,1999,7,,
Acquisitions,1999-06,1999-Q2,1999,13,,
Acquisitions,1999-07,1999-Q3,1999,6,,
Acquisitions,1999-08,1999-Q3,1999,7,,
Acquisitions,1999-09,1999-Q3,1999,10,,
Acquisitions,1999-10,1999-Q4,1999,8,,
Acquisitions,1999-11,1999-Q4,1999,8,,
Acquisitions,1999-12,1999-Q4,1999,9,,
Acquisitions,2000-01,2000-Q1,2000,17,,
Acquisitions,2000-02,2000-Q1,2000,7,,
Acquisitions,2000-03,2000-Q1,2000,15,,
Acquisitions,2000-04,2000-Q2,2000,7,,
Acquisitions,2000-05,2000-Q2,2000,2,,
Acquisitions,2000-06,2000-Q2,2000,10,,
Acquisitions,2000-07,2000-Q3,2000,5,,
Acquisitions,2000-08,2000-Q3,2000,8,,
Acquisitions,2000-09,2000-Q3,2000,7,,
Acquisitions,2000-10,2000-Q4,2000,4,,
Acquisitions,2000-11,2000-Q4,2000,5,,
Acquisitions,2000-12,2000-Q4,2000,6,,
Acquisitions,2001-01,2001-Q1,2001,9,,
Acquisitions,2001-02,2001-Q1,2001,9,,
Acquisitions,2001-03,2001-Q1,2001,11,,
Acquisitions,2001-04,2001-Q2,2001,5,,
Acquisitions,2001-05,2001-Q2,2001,8,,
Acquisitions,2001-06,2001-Q2,2001,5,,
Acquisitions,2001-07,2001-Q3,2001,8,,
Acquisitions,2001-08,2001-Q3,2001,2,,
Acquisitions,2001-09,2001-Q3,2001,5,,
Acquisitions,2001-10,2001-Q4,2001,2,,
Acquisitions,2001-12,2001-Q4,2001,3,,
Acquisitions,2002-01,2002-Q1,2002,13,,
Acquisitions,2002-02,2002-Q1,2002,5,,
Acquisitions,2002-03,2002-Q1,2002,1,,
Acquisitions,2002-04,2002-Q2,2002,6,,
Acquisitions,2002-05,2002-Q2,2002,5,,
Acquisitions,2002-06,2002-Q2,2002,8,,
Acquisitions,2002-07,2002-Q3,2002,5,,
Acquisitions,2002-08,2002-Q3,2002,4,,
Acquisitions,2002-09,2002-Q3,2002,8,,
Acquisitions,2002-10,2002-Q4,2002,9,,
Acquisitions,2002-11,2002-Q4,2002,2,,
Acquisitions,2002-12,2002-Q4,2002,4,,
Acquisitions,2003-01,2003-Q1,2003,12,,
Acquisitions,2003-02,2003-Q1,2003,5,,
Acquisitions,2003-03,2003-Q1,2003,3,,
Acquisitions,2003-04,2003-Q2,2003,6,,
Acquisitions,2003-05,2003-Q2,2003,4,,
Acquisitions,2003-06,2003-Q2,2003,3,,
Acquisitions,2003-07,2003-Q3,2003,10,,
Acquisitions,2003-08,2003-Q3,2003,8,,
Acquisitions,2003-09,2003-Q3,2003,7,,
Acquisitions,2003-10,2003-Q4,2003,9,,
Acquisitions,2003-11,2003-Q4,2003,6,,
Acquisitions,2003-12,2003-Q4,2003,2,,
Acquisitions,2004-01,2004-Q1,2004,22,,
Acquisitions,2004-02,2004-Q1,2004,6,,
Acquisitions,2004-03,2004-Q1,2004,17,,
Acquisitions,2004-04,2004-Q2,2004,6,,
Acquisitions,2004-05,2004-Q2,2004,10,,
Acquisitions,2004-06,2004-Q2,2004,8,,
Acquisitions,2004-07,2004-Q3,2004,11,,
Acquisitions,2004-08,2004-Q3,2004,5,,
Acquisitions,2004-09,2004-Q3,2004,12,,
Acquisitions,2004-10,2004-Q4,2004,17,,
Acquisitions,2004-11,2004-Q4,2004,9,,
Acquisitions,2004-12,2004-Q4,2004,14,,
Acquisitions,2005-01,2005-Q1,2005,23,,
Acquisitions,2005-02,2005-Q1,2005,15,,
Acquisitions,2005-03,2005-Q1,2005,16,,
Acquisitions,2005-04,2005-Q2,2005,14,,
Acquisitions,2005-05,2005-Q2,2005,12,,
Acquisitions,2005-06,2005-Q2,2005,16,,
Acquisitions,2005-07,2005-Q3,2005,20,,
Acquisitions,2005-08,2005-Q3,2005,18,,
Acquisitions,2005-09,2005-Q3,2005,17,,
Acquisitions,2005-10,2005-Q4,2005,13,,
Acquisitions,2005-11,2005-Q4,2005,15,,
Acquisitions,2005-12,2005-Q4,2005,19,,
Acquisitions,2006-01,2006-Q1,2006,51,,
Acquisitions,2006-02,2006-Q1,2006,17,,
Acquisitions,2006-03,2006-Q1,2006,18,,
Acquisitions,2006-04,2006-Q2,2006,21,,
Acquisitions,2006-05,2006-Q2,2006,19,,
Acquisitions,2006-06,2006-Q2,2006,21,,
Acquisitions,2006-07,2006-Q3,2006,17,,
Acquisitions,2006-08,2006-Q3,2006,22,,
Acquisitions,2006-09,2006-Q3,2006,21,,
Acquisitions,2006-10,2006-Q4,2006,28,,
Acquisitions,2006-11,2006-Q4,2006,27,,
Acquisitions,2006-12,2006-Q4,2006,22,,
Acquisitions,2007-01,2007-Q1,2007,44,,
Acquisitions,2007-02,2007-Q1,2007,26,,
Acquisitions,2007-03,2007-Q1,2007,37,,
Acquisitions,2007-04,2007-Q2,2007,32,,
Acquisitions,2007-05,2007-Q2,2007,49,,
Acquisitions,2007-06,2007-Q2,2007,41,,
Acquisitions,2007-07,2007-Q3,2007,44,,
Acquisitions,2007-08,2007-Q3,2007,40,,
Acquisitions,2007-09,2007-Q3,2007,34,,
Acquisitions,2007-10,2007-Q4,2007,48,,
Acquisitions,2007-11,2007-Q4,2007,31,,
Acquisitions,2007-12,2007-Q4,2007,39,,
Acquisitions,2008-01,2008-Q1,2008,85,,
Acquisitions,2008-02,2008-Q1,2008,48,,
Acquisitions,2008-03,2008-Q1,2008,56,,
Acquisitions,2008-04,2008-Q2,2008,91,,
Acquisitions,2008-05,2008-Q2,2008,143,,
Acquisitions,2008-06,2008-Q2,2008,73,,
Acquisitions,2008-07,2008-Q3,2008,147,,
Acquisitions,2008-08,2008-Q3,2008,93,,
Acquisitions,2008-09,2008-Q3,2008,119,,
Acquisitions,2008-10,2008-Q4,2008,95,,
Acquisitions,2008-11,2008-Q4,2008,69,,
Acquisitions,2008-12,2008-Q4,2008,77,,
Acquisitions,2009-01,2009-Q1,2009,128,,
Acquisitions,2009-02,2009-Q1,2009,82,,
Acquisitions,2009-03,2009-Q1,2009,75,,
Acquisitions,2009-04,2009-Q2,2009,100,,
Acquisitions,2009-05,2009-Q2,2009,60,,
Acquisitions,2009-06,2009-Q2,2009,87,,
Acquisitions,2009-07,2009-Q3,2009,94,,
Acquisitions,2009-08,2009-Q3,2009,75,,
Acquisitions,2009-09,2009-Q3,2009,90,,
Acquisitions,2009-10,2009-Q4,2009,107,,
Acquisitions,2009-11,2009-Q4,2009,124,,
Acquisitions,2009-12,2009-Q4,2009,147,,
Acquisitions,2010-01,2010-Q1,2010,174,,
Acquisitions,2010-02,2010-Q1,2010,119,,
Acquisitions,2010-03,2010-Q1,2010,131,,
Acquisitions,2010-04,2010-Q2,2010,118,,
Acquisitions,2010-05,2010-Q2,2010,129,,
Acquisitions,2010-06,2010-Q2,2010,162,,
Acquisitions,2010-07,2010-Q3,2010,97,,
Acquisitions,2010-08,2010-Q3,2010,95,,
Acquisitions,2010-09,2010-Q3,2010,151,,
Acquisitions,2010-10,2010-Q4,2010,122,,
Acquisitions,2010-11,2010-Q4,2010,107,,
Acquisitions,2010-12,2010-Q4,2010,148,,
Acquisitions,2011-01,2011-Q1,2011,217,,
Acquisitions,2011-02,2011-Q1,2011,126,,
Acquisitions,2011-03,2011-Q1,2011,137,,
Acquisitions,2011-04,2011-Q2,2011,136,,
Acquisitions,2011-05,2011-Q2,2011,141,,
Acquisitions,2011-06,2011-Q2,2011,168,,
Acquisitions,2011-07,2011-Q3,2011,178,,
Acquisitions,2011-08,2011-Q3,2011,149,,
Acquisitions,2011-09,2011-Q3,2011,133,,
Acquisitions,2011-10,2011-Q4,2011,113,,
Acquisitions,2011-11,2011-Q4,2011,114,,
Acquisitions,2011-12,2011-Q4,2011,139,,
Acquisitions,2012-01,2012-Q1,2012,160,,
Acquisitions,2012-02,2012-Q1,2012,128,,
Acquisitions,2012-03,2012-Q1,2012,132,,
Acquisitions,2012-04,2012-Q2,2012,116,,
Acquisitions,2012-05,2012-Q2,2012,137,,
Acquisitions,2012-06,2012-Q2,2012,111,,
Acquisitions,2012-07,2012-Q3,2012,125,,
Acquisitions,2012-08,2012-Q3,2012,124,,
Acquisitions,2012-09,2012-Q3,2012,123,,
Acquisitions,2012-10,2012-Q4,2012,131,,
Acquisitions,2012-11,2012-Q4,2012,126,,
Acquisitions,2012-12,2012-Q4,2012,108,,
Acquisitions,2013-01,2013-Q1,2013,154,,
Acquisitions,2013-02,2013-Q1,2013,98,,
Acquisitions,2013-03,2013-Q1,2013,102,,
Acquisitions,2013-04,2013-Q2,2013,91,,
Acquisitions,2013-05,2013-Q2,2013,171,,
Acquisitions,2013-06,2013-Q2,2013,143,,
Acquisitions,2013-07,2013-Q3,2013,146,,
Acquisitions,2013-08,2013-Q3,2013,140,,
Acquisitions,2013-09,2013-Q3,2013,151,,
Acquisitions,2013-10,2013-Q4,2013,176,,
Acquisitions,2013-11,2013-Q4,2013,146,,
Acquisitions,2013-12,2013-Q4,2013,185,,
Acquisitions,2014-01,2014-Q1,2014,205,,
Acquisitions,2014-02,2014-Q1,2014,170,,
Acquisitions,2014-03,2014-Q1,2014,173,,
Acquisitions,2014-04,2014-Q2,2014,195,,
Acquisitions,2014-05,2014-Q2,2014,196,,
Acquisitions,2014-06,2014-Q2,2014,255,,
Acquisitions,2014-07,2014-Q3,2014,238,,
Acquisitions,2014-08,2014-Q3,2014,193,,
Acquisitions,2014-09,2014-Q3,2014,64,,
IPOs,1961-01,1961-Q1,1961,1,,
IPOs,1965-01,1965-Q1,1965,1,,
IPOs,1969-06,1969-Q2,1969,1,,
IPOs,1970-04,1970-Q2,1970,1,,
IPOs,1971-01,1971-Q1,1971,1,,
IPOs,1977-05,1977-Q2,1977,1,,
IPOs,1978-01,1978-Q1,1978,261,,
IPOs,1978-02,1978-Q1,1978,2,,
IPOs,1978-04,1978-Q2,1978,2,,
IPOs,1978-05,1978-Q2,1978,1,,
IPOs,1978-06,1978-Q2,1978,8,,
IPOs,1978-07,1978-Q3,1978,1,,
IPOs,1979-01,1979-Q1,1979,2,,
IPOs,1979-06,1979-Q2,1979,2,,
IPOs,1979-08,1979-Q3,1979,1,,
IPOs,1979-11,1979-Q4,1979,1,,
IPOs,1979-12,1979-Q4,1979,1,,
IPOs,1980-03,1980-Q1,1980,1,,
IPOs,1980-04,1980-Q2,1980,1,,
IPOs,1980-06,1980-Q2,1980,3,,
IPOs,1980-08,1980-Q3,1980,1,,
IPOs,1980-10,1980-Q4,1980,1,,
IPOs,1980-11,1980-Q4,1980,1,,
IPOs,1980-12,1980-Q4,1980,2,,
IPOs,1981-01,1981-Q1,1981,2,,
IPOs,1981-02,1981-Q1,1981,1,,
IPOs,1981-03,1981-Q1,1981,1,,
IPOs,1981-04,1981-Q2,1981,3,,
IPOs,1981-05,1981-Q2,1981,4,,
IPOs,1981-06,1981-Q2,1981,2,,
IPOs,1981-07,1981-Q3,1981,5,,
IPOs,1981-08,1981-Q3,1981,2,,
IPOs,1981-09,1981-Q3,1981,1,,
IPOs,1981-10,1981-Q4,1981,1,,
IPOs,1981-11,1981-Q4,1981,2,,
IPOs,1981-12,1981-Q4,1981,2,,
IPOs,1982-01,1982-Q1,1982,3,,
IPOs,1982-02,1982-Q1,1982,3,,
IPOs,1982-04,1982-Q2,1982,2,,
IPOs,1982-05,1982-Q2,1982,1,,
IPOs,1982-06,1982-Q2,1982,1,,
IPOs,1982-09,1982-Q3,1982,1,,
IPOs,1982-10,1982-Q4,1982,1,,
IPOs,1982-12,1982-Q4,1982,1,,
IPOs,1983-01,1983-Q1,1983,2,,
IPOs,1983-03,1983-Q1,1983,1,,
IPOs,1983-04,1983-Q2,1983,1,,
IPOs,1983-05,1983-Q2,1983,2,,
IPOs,1983-07,1983-Q3,1983,4,,
IPOs,1983-08,1983-Q3,1983,4,,
IPOs,1983-09,1983-Q3,1983,3,,
IPOs,1983-10,1983-Q4,1983,4,,
IPOs,1983-11,1983-Q4,1983,1,,
IPOs,1983-12,1983-Q4,1983,7,,
IPOs,1984-01,1984-Q1,1984,5,,
IPOs,1984-02,1984-Q1,1984,3,,
IPOs,1984-03,1984-Q1,1984,3,,
IPOs,1984-04,1984-Q2,1984,2,,
IPOs,1984-05,1984-Q2,1984,2,,
IPOs,1984-06,1984-Q2,1984,4,,
IPOs,1984-07,1984-Q3,1984,2,,
IPOs,1984-08,1984-Q3,1984,3,,
IPOs,1984-10,1984-Q4,1984,1,,
IPOs,1984-12,1984-Q4,1984,2,,
IPOs,1985-02,1985-Q1,1985,1,,
IPOs,1985-03,1985-Q1,1985,1,,
IPOs,1985-04,1985-Q2,1985,1,,
IPOs,1985-05,1985-Q2,1985,3,,
IPOs,1985-06,1985-Q2,1985,2,,
IPOs,1985-07,1985-Q3,1985,1,,
IPOs,1985-08,1985-Q3,1985,3,,
IPOs,1985-09,1985-Q3,1985,3,,
IPOs,1985-10,1985-Q4,1985,3,,
IPOs,1985-11,1985-Q4,1985,1,,
IPOs,1985-12,1985-Q4,1985,2,,
IPOs,1986-01,1986-Q1,1986,1,,
IPOs,1986-02,1986-Q1,1986,3,,
IPOs,1986-03,1986-Q1,1986,2,,
